pmid;cuis
1469444;"[""C0015392:1"",""C0597198:2"",""C2348205:1"",""C0449450:1"",""C0205450:1"",""C0456603:1"",""C2348088:1"",""C0205134:1"",""C1521840:5"",""C0185115:2"",""C0439828:2"",""C0439810:2"",""C0002395:1"",""C0036019:6"",""C0237753:3"",""C1707520:2"",""C1515021:2"",""C0449437:1"",""C1637833:2"",""C0150103:2"",""C0750502:2"",""C0205210:1"",""C1517378:1"",""C1705313:1"",""C0338656:1"",""C0439165:1"",""C0868928:1"",""C0042295:1"",""C0034158:5"",""C2346753:2"",""C0683521:1"",""C0681890:1"",""C0449820:3"",""C1547014:1"",""C0442805:1"",""C0022885:2"",""C0015413:1"",""C0439830:6"",""C0552449:1"",""C1561607:1"",""C0030705:5"",""C1510992:2"",""C0000857:1"",""C1708335:3"",""C0441848:1"",""C3817553:1"",""C0205146:2"",""C0012630:1""]"
25531812;"[""C0868928:6"",""C0079809:1"",""C0001779:2"",""C0442592:1"",""C0020750:1"",""C0007328:1"",""C0332185:1"",""C0001898:2"",""C0815259:1"",""C1709450:1"",""C0017337:1"",""C3538722:4"",""C2347026:2"",""C2603343:1"",""C0017431:2"",""C0679646:2"",""C1285573:1"",""C0041703:3"",""C0936012:1"",""C1517741:1"",""C0439064:2"",""C0205266:1"",""C0085151:1"",""C1527428:1"",""C1709709:1"",""C0205419:11"",""C0494463:1"",""C0019425:3"",""C0599755:2"",""C0086930:1"",""C0039421:1"",""C0439849:1"",""C0240951:1"",""C1274040:2"",""C0038995:2"",""C0205403:1"",""C1707689:1"",""C0733755:1"",""C0679991:1"",""C0027361:3"",""C1999167:2"",""C0040005:1"",""C0872128:2"",""C0035647:1"",""C0019904:3"",""C0206132:1"",""C0009462:1"",""C0439603:2"",""C1705938:1"",""C0015576:3"",""C0000872:1"",""C0002085:2"",""C1514917:2"",""C2347946:1"",""C0439234:3"",""C1707478:1"",""C2705716:4"",""C0205225:1"",""C0043157:1"",""C0011011:1"",""C0376558:1"",""C1710263:4"",""C0205307:1"",""C1518422:1""]"
27259214;"[""C0815279:1"",""C2698650:1"",""C0205225:1"",""C0005532:1"",""C1707391:2"",""C0392756:1"",""C0023621:1"",""C2003903:1"",""C0001554:1"",""C0243072:1"",""C1292721:1"",""C0205177:3"",""C0042153:1"",""C0220781:1"",""C0033684:1"",""C1707689:2"",""C2827774:1"",""C0022752:1"",""C0178566:1"",""C0008429:1"",""C1707959:2"",""C0030351:1"",""C1533134:1"",""C0441987:1"",""C3242229:1"",""C0231220:1"",""C0023688:5"",""C0012634:1"",""C0205313:1"",""C0023866:1"",""C0201622:1"",""C0449445:2"",""C0027882:1"",""C0332149:1"",""C0087136:1"",""C0567416:3"",""C2698977:2"",""C0205198:2"",""C1837655:1"",""C0031330:1"",""C0022885:1"",""C0524851:1"",""C0521119:1"",""C0205263:1"",""C0234097:1"",""C1521840:7"",""C0013227:4"",""C3463820:1"",""C0678226:1"",""C0205447:2"",""C0085400:1"",""C1269563:1"",""C0002716:1"",""C0333463:1"",""C1705242:1"",""C0002395:1"",""C0035173:1"",""C0439755:2"",""C1533691:1"",""C0205393:1"",""C1547282:1"",""C1705938:1"",""C0220908:1"",""C0015250:1"",""C0205309:1"",""C0439855:1"",""C0205460:2"",""C0061465:1"",""C0439064:3"",""C0205420:1"",""C0332183:1""]"
22461631;"[""C0679006:1"",""C1515926:1"",""C0010813:1"",""C1883559:1"",""C2603343:1"",""C0037791:1"",""C3538722:1"",""C0171484:5"",""C0442799:1"",""C0022192:1"",""C0700321:2"",""C0205177:1"",""C1334889:3"",""C1515653:1"",""C0449445:1"",""C1514798:1"",""C1710548:1"",""C0182400:1"",""C0276496:1"",""C3247466:2"",""C0596988:1"",""C0026882:5"",""C0205681:2"",""C1235660:1"",""C0205423:1"",""C0010654:1"",""C1874451:1"",""C1418985:5"",""C1710234:3"",""C0033684:1"",""C1709915:1"",""C0678594:1"",""C0439064:1"",""C1947931:1"",""C0600499:1"",""C1280500:1"",""C0086439:1"",""C0699748:1"",""C0042285:1"",""C0233820:1""]"
9196071;"[""C0003995:1"",""C0442805:1"",""C0442821:1"",""C0528480:1"",""C0596988:2"",""C1521828:1"",""C0599155:1"",""C0016352:1"",""C1514468:1"",""C0542341:1"",""C0205448:1"",""C0441712:1"",""C0332462:1"",""C0487742:1"",""C0876934:1"",""C0033684:1"",""C0299212:1"",""C3544412:2"",""C0750901:1"",""C1706803:1"",""C0080103:1"",""C0008656:1"",""C1274040:1"",""C1947931:1"",""C0022192:1"",""C0008651:1"",""C1418985:1"",""C0233820:1"",""C0012634:1"",""C0017337:2"",""C0205314:1"",""C0225328:1"",""C0872078:4"",""C0076466:1"",""C0348078:1"",""C0041484:1"",""C0026882:3"",""C0699748:1"",""C0241888:1"",""C1709915:2"",""C0439849:1"",""C0027361:1"",""C1521970:1"",""C0030956:5"",""C0205250:3"",""C1334043:3"",""C1883559:2"",""C0010654:1""]"
10528300;"[""C1418985:2"",""C0030560:1"",""C0742983:1"",""C0750901:1"",""C0007765:1"",""C0205250:1"",""C0332307:1"",""C0040223:3"",""C1707478:1"",""C0449851:1"",""C0002716:1"",""C0443196:1"",""C3714787:1"",""C0017298:1"",""C0205123:1"",""C0205171:3"",""C0449774:2"",""C0520510:1"",""C1293116:1"",""C1707520:2"",""C0868928:2"",""C0876934:1"",""C1522138:1"",""C0870134:1"",""C2348205:1"",""C0333641:1"",""C0026882:3"",""C0242538:1"",""C0002520:1"",""C0139816:1"",""C0332516:1"",""C0333463:4"",""C1510992:1"",""C0237753:4"",""C2346714:1"",""C1274040:1"",""C1527180:1"",""C0205455:1"",""C1446409:2"",""C1707686:1"",""C0521178:1"",""C2926606:1"",""C0025462:1"",""C0205172:1"",""C0870228:1"",""C0027361:2"",""C0006104:1"",""C0439234:2"",""C0221198:1"",""C3496509:1"",""C3245499:1"",""C0237881:1"",""C1518422:1"",""C0205094:1"",""C0001779:1"",""C0392760:1"",""C0205147:1"",""C0012634:2""]"
17596434;"[""C0441712:2"",""C0007586:3"",""C0205197:1"",""C0026255:1"",""C1332695:4"",""C0001675:1"",""C1705938:1"",""C0205448:2"",""C0001613:1"",""C0598175:1"",""C0002938:2"",""C0392756:1"",""C0814048:1"",""C0032520:1"",""C0006104:3"",""C0598312:2"",""C1511487:2"",""C0005516:1"",""C0021798:1"",""C0027882:10"",""C0332148:1"",""C0086418:1"",""C0547044:2"",""C0012854:1"",""C0205307:2"",""C1333208:1"",""C0521390:1"",""C1521871:1"",""C0456205:1"",""C1513354:1"",""C0007589:2"",""C0237753:2"",""C1265611:1"",""C0205172:3"",""C1518422:2"",""C0205341:1"",""C0032246:4"",""C1279919:1"",""C1882932:1"",""C3842590:1"",""C0205164:1"",""C0012568:2"",""C0002395:1"",""C0205396:1"",""C0205160:1"",""C0333694:6"",""C0038250:1"",""C0332232:2"",""C1446409:1"",""C0332183:1"",""C1705242:1"",""C1274040:1"",""C0205245:2"",""C1516514:1"",""C1517892:1""]"
1977086;"[""C1706803:2"",""C1167518:1"",""C1707271:3"",""C1521970:1"",""C1709915:1"",""C0229304:1"",""C0225328:1"",""C0012854:1"",""C0205418:1"",""C0003242:1"",""C0028584:1"",""C0181845:1"",""C1449651:3"",""C0002716:3"",""C0205147:1"",""C0006104:2"",""C0611285:1"",""C1522508:1"",""C0302523:1"",""C0007635:1"",""C1521991:2"",""C1441616:1"",""C0333562:3"",""C1708096:1"",""C0205088:2"",""C1521733:1"",""C1882460:1"",""C1167622:1"",""C0036588:1"",""C3544412:1"",""C0441712:1"",""C0991566:1"",""C1257857:1"",""C0679993:1"",""C0205708:1"",""C0443127:1"",""C3538722:6"",""C1511625:1"",""C1512693:1"",""C1709634:1"",""C1274040:1"",""C0030956:1"",""C0220781:1"",""C0442821:1"",""C0150312:1"",""C0025248:1"",""C0449913:1"",""C2362547:1"",""C1516084:1"",""C3161035:2"",""C0079835:1"",""C0549177:1"",""C1522240:1"",""C0443286:1"",""C0051967:2"",""C1948066:1"",""C0002395:1"",""C0006556:1"",""C3817553:1"",""C0007634:1"",""C0206243:1""]"
23541573;"[""C0444667:1"",""C0205245:2"",""C0030705:1"",""C1710548:1"",""C1521761:1"",""C0005507:1"",""C0439818:1"",""C3538928:1"",""C0034869:1"",""C0449774:1"",""C0002716:1"",""C0005516:1"",""C0439580:1"",""C0427716:1"",""C0205210:1"",""C0010453:1"",""C2926606:1"",""C1825957:3"",""C1096775:1"",""C1521970:1"",""C0027361:4"",""C0205250:1"",""C0205393:1"",""C1306673:1"",""C0205177:2"",""C0027662:1"",""C0011900:1"",""C3540512:11"",""C0085732:1"",""C1708335:1"",""C0441889:1"",""C1521733:1"",""C1510941:1"",""C2946261:1"",""C1515926:2"",""C0439673:1"",""C1882071:4"",""C0560005:6"",""C0031928:2"",""C0205309:1"",""C0449913:1"",""C0449238:1"",""C0011906:2"",""C1555710:1"",""C0443172:2"",""C0007806:1"",""C0027552:1"",""C1270972:1"",""C1511726:1"",""C0521390:2"",""C0547044:1"",""C1705117:1"",""C0031330:1"",""C0002395:1"",""C0013790:2"",""C1292721:1"",""C0338656:1"",""C0871269:1"",""C0750502:1"",""C0205472:1"",""C1272701:1""]"
11809008;"[""C0026062:3"",""C0205164:2"",""C0450231:1"",""C0012634:3"",""C0018684:2"",""C0559956:1"",""C0392360:1"",""C0680226:1"",""C1636779:1"",""C0014939:1"",""C0871599:1"",""C1517892:1"",""C0442805:2"",""C0027552:1"",""C0580836:3"",""C0205449:1"",""C3812881:1"",""C0035647:2"",""C0023980:1"",""C1522240:1"",""C0599750:1"",""C0199171:1"",""C0205393:1"",""C0002395:1"",""C0686907:1"",""C0205391:1"",""C0029456:1"",""C0043210:5"",""C0348080:1"",""C1555720:1"",""C3844638:1"",""C0019932:2"",""C0332185:1"",""C0443252:1"",""C0033144:1"",""C1706852:1"",""C0856856:1"",""C0805586:1"",""C0040223:1"",""C0042153:1"",""C0025320:2"",""C0018799:1""]"
15864339;"[""C1522138:5"",""C0205088:1"",""C0276496:1"",""C2986918:1"",""C0521119:1"",""C2986669:1"",""C0299212:1"",""C0681758:1"",""C1711239:1"",""C0030705:1"",""C0599155:1"",""C1527148:1"",""C0012634:1"",""C0611285:1"",""C1527180:1"",""C3816499:1"",""C0002726:1"",""C0332849:1"",""C0348078:2"",""C1880355:1"",""C0497327:1"",""C0014442:1"",""C0205393:1"",""C0006104:1"",""C0333562:2"",""C1853126:1"",""C0027365:1"",""C0205172:1"",""C1407029:1"",""C1709634:1"",""C1402294:1"",""C1096775:1"",""C0332232:1"",""C0205234:1"",""C1272703:1"",""C1514468:2"",""C0085862:2"",""C0443286:1"",""C3538722:2"",""C0311400:1"",""C0013227:1"",""C0678257:1"",""C0802604:1"",""C1705543:4"",""C0205469:1"",""C0007634:1"",""C1511545:1"",""C1880018:1"",""C0439234:1"",""C1521991:1"",""C0596142:1"",""C0035173:2"",""C0030956:1"",""C0205418:1"",""C1879652:1"",""C0205436:1""]"
1595677;"[""C3842590:1"",""C0012634:1"",""C0439849:2"",""C0025266:1"",""C0027778:1"",""C1517945:1"",""C0043210:1"",""C0439234:1"",""C1704675:1"",""C1416797:1"",""C0681757:1"",""C0205251:1"",""C3812881:1"",""C0067503:1"",""C0439531:1"",""C0387382:1"",""C1280500:1"",""C0242568:1"",""C3854080:1"",""C0392747:1"",""C0028873:4"",""C0332149:1"",""C0234421:1"",""C0002395:2"",""C0872128:1"",""C3846446:1"",""C2603343:2"",""C1947916:1"",""C0019665:1"",""C2361119:1"",""C0018674:5"",""C1524057:1"",""C0442805:1"",""C0241889:2"",""C0032662:1"",""C0497327:3"",""C0449911:1"",""C1279901:1"",""C1709599:1"",""C0030705:1"",""C1457887:1"",""C0750901:1"",""C0001779:2"",""C0013658:1"",""C0150103:1"",""C1314687:1"",""C2926606:1"",""C0016441:1"",""C0009667:1"",""C0040223:1""]"
16783130;"[""C0936012:1"",""C2361119:2"",""C0439831:1"",""C0085639:1"",""C0001811:2"",""C3827682:1"",""C0598853:1"",""C0032854:1"",""C0027361:1"",""C0030705:1"",""C1154338:1"",""C0332185:1"",""C0332272:1"",""C3714763:1"",""C1274040:1"",""C0597198:2"",""C0233794:1"",""C0589055:1"",""C0033213:1"",""C1279919:1"",""C0237401:1"",""C0449774:2"",""C0868928:1"",""C0743559:1"",""C1279889:1"",""C0205556:1"",""C0439810:1"",""C3714596:1"",""C0002622:1"",""C1705242:1"",""C2987487:1"",""C1550501:1"",""C0442805:2"",""C0205307:2"",""C2003903:1"",""C0002395:1"",""C0205615:1"",""C0733755:1"",""C0023185:2"",""C0012630:1"",""C0441833:1"",""C1707478:1"",""C1270972:8"",""C0205557:1"",""C0025663:1"",""C1637833:1"",""C0205250:1"",""C2926606:1"",""C0205421:1"",""C0392756:1"",""C0025260:1""]"
22892055;"[""C0031330:1"",""C0039593:1"",""C2698651:1"",""C0332152:1"",""C1999216:1"",""C3830527:1"",""C0497327:1"",""C1709630:1"",""C0441994:1"",""C0740116:1"",""C0002395:1"",""C1999167:1"",""C0392747:1"",""C1299394:1"",""C0171484:1"",""C1704686:3"",""C0012634:1"",""C0205210:1"",""C0547040:1"",""C0015127:1"",""C0700321:1"",""C0205166:1"",""C0332282:1"",""C0002424:1"",""C1511545:1"",""C0237881:1"",""C0205164:1"",""C1280519:5"",""C1274040:1"",""C0087111:2"",""C2825315:1"",""C0740175:1"",""C1552105:1"",""C1442447:2"",""C0026809:2"",""C0001554:6"",""C0439231:1"",""C0449243:1"",""C1511726:2"",""C2363430:1"",""C1518422:1"",""C1272706:1"",""C0033268:3"",""C0001811:1"",""C0205374:1"",""C3538722:1"",""C3844638:1"",""C0006104:2"",""C1707478:1"",""C0333562:2"",""C1825598:1"",""C0392756:2"",""C1442446:1"",""C0205172:1"",""C1527148:1"",""C1444662:2""]"
21192984;"[""C0025936:1"",""C1274040:1"",""C0025260:6"",""C0876934:1"",""C1515670:1"",""C2986411:1"",""C1527178:1"",""C0035696:1"",""C0597198:1"",""C1516691:2"",""C1704675:1"",""C2349975:2"",""C0441712:2"",""C0178539:2"",""C0205388:1"",""C2603343:1"",""C0442805:1"",""C0750729:1"",""C0868945:1"",""C0443211:1"",""C1418985:4"",""C0184069:3"",""C1519606:1"",""C0012634:1"",""C0015259:6"",""C3538722:4"",""C1518422:2"",""C1704419:1"",""C1292732:1"",""C1704735:1"",""C0025914:1"",""C0026809:2"",""C0002395:1"",""C2987487:1"",""C1521991:1"",""C3844350:1"",""C0221099:1"",""C1520150:3"",""C0206249:5"",""C0107103:1"",""C0162493:1"",""C3146287:1"",""C0023185:6"",""C0039796:1"",""C0027880:1"",""C2986594:1"",""C1335499:1"",""C0220825:1"",""C0205171:1""]"
8905716;"[""C1412481:1"",""C0017337:3"",""C0030705:2"",""C0205447:1"",""C0598429:1"",""C0442824:1"",""C1518422:1"",""C0035648:1"",""C0002395:1"",""C0008651:1"",""C0026882:4"",""C0008656:1"",""C0205171:1"",""C1418986:3"",""C0376415:1"",""C0008633:1"",""C0150312:1"",""C0037047:1"",""C0205449:1"",""C1279919:2"",""C1457887:1"",""C1418985:3"",""C0015341:1"",""C0392760:1"",""C1279901:1"",""C0015576:1"",""C1285573:1"",""C0012634:2"",""C0205450:1""]"
25741723;"[""C0542341:4"",""C0019904:1"",""C0205210:1"",""C0205197:1"",""C1515670:1"",""C1517378:1"",""C0015127:1"",""C3816499:1"",""C1701901:1"",""C0220781:1"",""C0171484:1"",""C0276496:1"",""C0205164:1"",""C1418985:7"",""C0333562:1"",""C0026809:3"",""C1514121:1"",""C0205177:1"",""C0007776:1"",""C2926606:1"",""C0033268:1"",""C0019425:1"",""C3844638:1"",""C0027746:1"",""C0441712:1"",""C3247466:4"",""C1517945:3"",""C0001779:1"",""C0456603:1"",""C0027880:1"",""C0025260:2"",""C0001811:1"",""C1515655:1"",""C0035820:1"",""C1517676:1"",""C0205224:1"",""C0031437:1"",""C0026882:9"",""C0019564:1""]"
16866983;"[""C0236642:1"",""C1947931:1"",""C0392760:1"",""C0017337:2"",""C0003241:3"",""C0205463:1"",""C0332621:1"",""C0007634:1"",""C0027746:1"",""C0027882:1"",""C0205171:1"",""C2926606:1"",""C0751072:4"",""C0026882:3"",""C0233820:1"",""C1705242:1"",""C0205449:1"",""C0439165:1"",""C0031715:1"",""C3842590:2"",""C0030705:3"",""C0038952:1"",""C1446659:5"",""C3546648:3"",""C1265611:4"",""C0220922:1"",""C3811918:1"",""C1708715:2"",""C1701901:1"",""C1518422:2"",""C0449774:1"",""C1882348:1"",""C0006104:2"",""C0200765:1"",""C0003242:1"",""C0016733:1"",""C0205422:3"",""C1550608:1"",""C0008659:1"",""C1514468:1"",""C1552923:1"",""C0581602:1"",""C0699748:1"",""C0750901:1"",""C0231193:1"",""C0012634:2""]"
20233652;"[""C0002395:1"",""C1704675:1"",""C0027882:3"",""C0023185:3"",""C2349975:1"",""C0442808:1"",""C2712160:1"",""C0242606:1"",""C0019564:4"",""C0597545:1"",""C0000545:1"",""C0034693:1"",""C0542341:1"",""C0582587:1"",""C0001779:3"",""C0015689:3"",""C2348205:1"",""C1545588:1"",""C1171362:1"",""C1701901:1"",""C1527148:2"",""C0679024:1"",""C0085301:1"",""C0001128:1"",""C0237753:1"",""C1154338:2"",""C0142831:3"",""C1160340:1"",""C0206249:1"",""C0021368:1"",""C0027880:1"",""C1280500:3"",""C0178795:1"",""C0015684:1"",""C1515187:1"",""C3158384:1"",""C1446409:1"",""C0561929:1"",""C0872341:1"",""C0814002:2"",""C0037083:1"",""C0035339:1"",""C0439849:1"",""C0699810:1"",""C2348308:4"",""C0442504:1"",""C0178587:1"",""C0031618:1"",""C3245505:1"",""C0006104:4"",""C0521390:1"",""C1285654:3"",""C0392756:2"",""C0596901:2"",""C0014939:2"",""C0031676:1"",""C1284077:1"",""C0679052:1"",""C1512772:1"",""C0006111:1"",""C0332272:1""]"
6228286;"[""C0178681:3"",""C0205177:2"",""C0332239:1"",""C0001779:2"",""C0205146:1"",""C0006104:1"",""C0028351:3"",""C0039082:4"",""C0000857:1"",""C0441889:1"",""C0580836:7"",""C0205447:1"",""C0039485:1"",""C0205172:1"",""C0004398:1"",""C0439508:1"",""C0332152:2"",""C0439234:4"",""C0086045:1"",""C0019903:1"",""C0234238:1"",""C0020663:2"",""C1518422:3"",""C0868928:7"",""C1269580:2"",""C0011265:1"",""C0740175:2"",""C0392079:9"",""C0024670:2"",""C1709843:2"",""C0008407:4"",""C0013030:3"",""C0001044:1"",""C0522501:1"",""C0917714:1"",""C0150103:1"",""C1705313:1""]"
22892349;"[""C1515655:1"",""C0439836:1"",""C0001779:1"",""C2986479:1"",""C0001280:1"",""C1550501:6"",""C0205256:1"",""C1270972:3"",""C0443172:1"",""C0205391:1"",""C0543488:1"",""C3827682:1"",""C0205453:1"",""C0243095:1"",""C1149380:1"",""C1533716:1"",""C0497327:5"",""C0042295:1"",""C0560005:7"",""C0032743:2"",""C0150103:1"",""C0030705:2"",""C1828170:1"",""C0002395:1"",""C0240805:1"",""C0444499:1"",""C0205250:2"",""C0237881:1"",""C0220901:1"",""C0681890:1"",""C0205100:1"",""C1279901:1"",""C1823521:5"",""C0205363:1"",""C0205447:1"",""C0442805:1"",""C1326169:2"",""C0205147:1"",""C3245505:1"",""C0876934:1"",""C0205146:1"",""C1511790:1"",""C0035647:1"",""C1705241:1"",""C0023688:1"",""C2986841:1"",""C0205451:1"",""C0439234:2"",""C0766950:3"",""C0005516:1""]"
18492635;"[""C0596070:1"",""C2603343:1"",""C0443318:2"",""C0549177:1"",""C0042153:2"",""C0035168:1"",""C0445247:1"",""C0332268:1"",""C0238884:1"",""C0033213:1"",""C1815399:1"",""C0748864:1"",""C1706912:1"",""C0085732:1"",""C0549178:1"",""C1549071:1"",""C0002395:1"",""C0392756:3"",""C0542559:1"",""C0443228:1"",""C0439531:1"",""C0006823:1"",""C0449604:1"",""C1547538:2"",""C0456389:1"",""C0449774:1"",""C0205099:1"",""C0439234:1"",""C2827666:1"",""C1514721:1"",""C3828730:1"",""C0023866:1"",""C1300196:2"",""C2986815:1"",""C0562018:2"",""C3242339:1"",""C0029246:1""]"
1508403;"[""C0205314:1"",""C1561491:1"",""C0043227:1"",""C1364818:1"",""C0015576:1"",""C2985439:1"",""C0205396:2"",""C1882348:2"",""C0299605:1"",""C3274430:1"",""C0015295:2"",""C2347026:1"",""C0205213:1"",""C0454664:1"",""C0085151:1"",""C3538722:1"",""C1524062:1"",""C1711200:1"",""C0276496:1"",""C3247466:1"",""C0200363:1"",""C3827829:1"",""C3816499:1"",""C0026882:3"",""C0040223:1""]"
3732823;"[""C1705242:1"",""C1801960:1"",""C0009241:1"",""C2603343:1"",""C3714594:1"",""C0868928:3"",""C0002395:4"",""C0475224:2"",""C1279901:2"",""C0030705:10"",""C0449261:1"",""C0040405:1"",""C0680398:1"",""C0449820:2"",""C0205447:2"",""C1561607:2"",""C0449297:1"",""C0205448:2"",""C3274430:1"",""C0872916:1"",""C0392335:1"",""C1707753:1"",""C0391876:1"",""C0681889:2"",""C0221560:1"",""C2003903:4"",""C1882115:1"",""C1517331:1"",""C0205341:1"",""C0009676:2"",""C0199182:1"",""C0497327:1"",""C0681840:1"",""C0220825:2"",""C0457385:1"",""C0205618:1"",""C1549485:1"",""C0013819:1"",""C0205210:3"",""C0750502:1"",""C1442451:1"",""C0031809:1"",""C0743039:1"",""C1516048:1"",""C2348205:1"",""C0439064:1"",""C0444598:3"",""C0333547:1"",""C0441833:5""]"
10582585;"[""C2986918:1"",""C0427861:1"",""C0348078:2"",""C1523987:1"",""C3844638:1"",""C0299212:1"",""C0007587:1"",""C0332149:1"",""C1418985:11"",""C0205250:1"",""C0332462:1"",""C3247466:4"",""C1707271:1"",""C1564139:1"",""C0442805:3"",""C0521102:1"",""C0205451:1"",""C0001554:1"",""C0007600:1"",""C0075193:1"",""C1883559:1"",""C1280500:3"",""C0162638:3"",""C0007634:3"",""C3244092:1"",""C0205242:1"",""C0205359:1"",""C1159825:4"",""C0332255:1"",""C1547039:1"",""C0010656:2"",""C0276496:1"",""C0010813:1"",""C1285529:1"",""C0079411:1"",""C0052080:1"",""C0205263:1"",""C0596988:8""]"
7592902;"[""C0441889:1"",""C0687676:1"",""C0054036:2"",""C0205307:1"",""C0039476:2"",""C0750901:1"",""C0036537:1"",""C0243144:1"",""C1522492:1"",""C1518422:2"",""C0348078:1"",""C1514468:1"",""C0596988:1"",""C1704259:1"",""C0175996:5"",""C0026408:2"",""C2827757:2"",""C0439831:1"",""C1705242:1"",""C0002395:1"",""C0442805:1"",""C0079411:1"",""C0085151:1"",""C3828842:1"",""C0332206:1"",""C3484390:1"",""C0220781:1"",""C0007634:4"",""C1710263:1"",""C1327616:3"",""C3538722:6"",""C1185625:1"",""C1660751:1"",""C0205197:2"",""C0018042:1"",""C0025519:1"",""C0311400:1"",""C1883559:1"",""C0333463:2"",""C0022702:1"",""C0439237:2"",""C0205145:1"",""C0030660:1"",""C0041236:1"",""C1274040:1""]"
20472066;"[""C1367731:1"",""C0038435:3"",""C2266856:1"",""C1280500:2"",""C0678594:1"",""C3537152:1"",""C0085732:1"",""C1159825:1"",""C0087111:1"",""C0205164:1"",""C1628982:1"",""C0162638:1"",""C0656383:3"",""C1257899:1"",""C1621396:1"",""C0002395:1"",""C0208355:2"",""C0542341:1"",""C1523990:1"",""C1512772:2"",""C0205266:1"",""C1444748:1"",""C1420728:1"",""C0936012:1"",""C0041625:1"",""C0011305:1"",""C0120285:1"",""C2754100:1"",""C0524851:1"",""C0085262:1"",""C0010813:1"",""C3538722:1"",""C1511726:1"",""C0027882:2"",""C0205460:1"",""C0040223:1"",""C0348080:1"",""C1883357:1"",""C1519355:1"",""C1292721:1"",""C1327616:1"",""C1514468:1""]"
24612635;"[""C0521390:1"",""C1274040:1"",""C1257975:1"",""C0007634:1"",""C1710706:1"",""C1417679:1"",""C0001554:7"",""C1442465:1"",""C1520113:3"",""C0205171:4"",""C0027882:1"",""C0228249:1"",""C0814053:1"",""C2603343:1"",""C0150312:1"",""C0016884:1"",""C0001675:1"",""C0282547:1"",""C0441833:1"",""C0237753:2"",""C1281026:1"",""C3540698:1"",""C1417685:1"",""C0300483:1"",""C0443264:1"",""C1522326:4"",""C1825598:1"",""C1705764:1"",""C0936012:1"",""C2248778:3"",""C0002716:1"",""C0205250:1"",""C0814002:4"",""C0205227:2"",""C0043240:1"",""C2945687:1"",""C0392762:1"",""C3161035:1"",""C1414374:2"",""C0439178:1"",""C0017626:1"",""C0002395:1"",""C0694599:1"",""C0019564:2"",""C0205217:1"",""C0205286:1"",""C0042153:1"",""C0237881:1"",""C0006233:2"",""C0038250:1""]"
22041967;"[""C0039796:2"",""C0023866:1"",""C1512612:1"",""C0005532:1"",""C1280500:1"",""C0038592:1"",""C0220807:2"",""C1136177:7"",""C0205102:1"",""C0002736:1"",""C0014442:1"",""C0034037:1"",""C0205403:1"",""C0233820:1"",""C1999230:2"",""C0011860:1"",""C0038454:1"",""C0678594:1"",""C1707689:1"",""C0021267:1"",""C1521991:1"",""C0220781:1"",""C0449913:1"",""C0028754:1"",""C0006826:1"",""C1705242:2"",""C0441712:1"",""C2700280:1"",""C0012634:2"",""C0020179:1"",""C0947647:1"",""C0019643:1"",""C0002395:1"",""C0205101:1"",""C3245505:3"",""C1301808:1"",""C0243077:1"",""C1328819:1"",""C0030567:1"",""C0220806:1"",""C2945681:1"",""C0027270:1"",""C0441887:1"",""C0524851:3"",""C0243071:1"",""C0205460:2"",""C0087111:1"",""C0036397:1"",""C1527148:1"",""C1701901:1"",""C1708517:1"",""C0600499:1""]"
20010303;"[""C1510829:1"",""C0456603:2"",""C0026882:7"",""C0205391:1"",""C0750901:1"",""C0547047:1"",""C1521970:1"",""C1708726:1"",""C1524062:1"",""C0001779:3"",""C0205169:1"",""C0205219:1"",""C0379528:3"",""C0439234:1"",""C0027361:1"",""C0205145:1"",""C0030667:1"",""C0876934:1"",""C0205474:1"",""C0002716:3"",""C1883357:1"",""C0085151:1"",""C0002708:1"",""C0010813:1"",""C0332239:1"",""C0033684:1"",""C2346714:1"",""C0205469:1"",""C0030705:1"",""C0332185:1"",""C1552738:1"",""C0241889:1"",""C0597304:1"",""C1708567:1"",""C2926606:1"",""C0333463:1"",""C1446409:1"",""C1517945:1"",""C0392756:1"",""C0522501:1"",""C3538722:6"",""C1540677:1"",""C0085080:1"",""C1883221:1"",""C0276496:1"",""C0332255:1"",""C0085200:1"",""C0442805:1"",""C1707271:1"",""C0002395:1"",""C0011065:1"",""C0037088:1"",""C0542341:1"",""C0175996:1"",""C0033268:1""]"
12148939;"[""C0015272:1"",""C0002395:1"",""C0004781:1"",""C0392366:1"",""C0678594:1"",""C0597198:1"",""C0221099:1"",""C1705117:1"",""C0205146:2"",""C3540678:2"",""C0010439:1"",""C0008976:1"",""C0561768:1"",""C0001613:2"",""C0205098:1"",""C0013621:3"",""C0030705:3"",""C0008902:1"",""C0004083:2"",""C3812881:1"",""C1518422:1"",""C1512612:1"",""C0441833:2"",""C2987487:1"",""C0815275:1"",""C0561766:2"",""C0018464:2"",""C1706427:1"",""C1274040:2"",""C0679646:1"",""C0439808:1"",""C0023185:1""]"
